SCHOOLNAME	Region	SaleDate	MealType	TotalMealCount
IDEA Weslaco College Preparatory	LRGV	2024-04-16	CACFP Supper	87
IDEA Weslaco College Preparatory	LRGV	2024-04-16	Lunch	582
IDEA Weslaco College Preparatory	LRGV	2024-04-17	Breakfast	424
IDEA Weslaco College Preparatory	LRGV	2024-04-17	CACFP Supper	45
IDEA Weslaco College Preparatory	LRGV	2024-04-17	Lunch	530
IDEA Weslaco College Preparatory	LRGV	2024-04-18	Breakfast	404
IDEA Weslaco College Preparatory	LRGV	2024-04-18	CACFP Supper	87
IDEA Weslaco College Preparatory	LRGV	2024-04-18	Lunch	650
IDEA Weslaco College Preparatory	LRGV	2024-04-19	Breakfast	432
IDEA Weslaco College Preparatory	LRGV	2024-04-19	CACFP Supper	29
IDEA Weslaco College Preparatory	LRGV	2024-04-19	Lunch	516
IDEA Weslaco Pike Academy	LRGV	2024-04-15	Breakfast	510
IDEA Weslaco Pike Academy	LRGV	2024-04-15	CACFP Supper	184
IDEA Weslaco Pike Academy	LRGV	2024-04-15	CACFP Supper	34
IDEA Weslaco Pike Academy	LRGV	2024-04-15	Lunch	687
IDEA Weslaco Pike Academy	LRGV	2024-04-16	Breakfast	487
IDEA Weslaco Pike Academy	LRGV	2024-04-16	CACFP Supper	160
IDEA Weslaco Pike Academy	LRGV	2024-04-16	CACFP Supper	35
IDEA Weslaco Pike Academy	LRGV	2024-04-16	Lunch	679
IDEA Weslaco Pike Academy	LRGV	2024-04-17	Breakfast	491
IDEA Weslaco Pike Academy	LRGV	2024-04-17	CACFP Supper	119
IDEA Weslaco Pike Academy	LRGV	2024-04-17	CACFP Supper	49
IDEA Weslaco Pike Academy	LRGV	2024-04-17	Lunch	664
IDEA Weslaco Pike Academy	LRGV	2024-04-18	Breakfast	480
IDEA Weslaco Pike Academy	LRGV	2024-04-18	CACFP Supper	121
IDEA Weslaco Pike Academy	LRGV	2024-04-18	CACFP Supper	47
IDEA Weslaco Pike Academy	LRGV	2024-04-18	Lunch	672
IDEA Weslaco Pike Academy	LRGV	2024-04-19	Breakfast	469
IDEA Weslaco Pike Academy	LRGV	2024-04-19	CACFP Supper	111
IDEA Weslaco Pike Academy	LRGV	2024-04-19	CACFP Supper	30
IDEA Weslaco Pike Academy	LRGV	2024-04-19	Lunch	649
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-15	Breakfast	183
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-15	CACFP Supper	10
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-15	CACFP Supper	57
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-15	Lunch	655
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-16	Breakfast	224
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-16	CACFP Supper	10
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-16	CACFP Supper	36
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-16	Lunch	690
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-17	Breakfast	215
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-17	CACFP Supper	10
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-17	CACFP Supper	27
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-17	Lunch	627
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-18	Breakfast	296
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-18	CACFP Supper	10
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-18	CACFP Supper	37
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-18	Lunch	656
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-19	Breakfast	240
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-19	CACFP Supper	10
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-19	CACFP Supper	28
IDEA Weslaco Pike College Preparatory	LRGV	2024-04-19	Lunch	637
IDEA Yukon Academy	PRBR	2024-04-15	Breakfast	572
IDEA Yukon Academy	PRBR	2024-04-15	CACFP Supper	80
IDEA Yukon Academy	PRBR	2024-04-15	Lunch	622
IDEA Yukon Academy	PRBR	2024-04-16	Breakfast	641
IDEA Yukon Academy	PRBR	2024-04-16	CACFP Supper	78
IDEA Yukon Academy	PRBR	2024-04-16	Lunch	562
IDEA Yukon Academy	PRBR	2024-04-17	Breakfast	584
IDEA Yukon Academy	PRBR	2024-04-17	CACFP Supper	71
IDEA Yukon Academy	PRBR	2024-04-17	Lunch	591
IDEA Yukon Academy	PRBR	2024-04-18	Breakfast	569
IDEA Yukon Academy	PRBR	2024-04-18	CACFP Supper	77
IDEA Yukon Academy	PRBR	2024-04-18	Lunch	635
IDEA Yukon Academy	PRBR	2024-04-19	Breakfast	568
IDEA Yukon Academy	PRBR	2024-04-19	CACFP Supper	48
IDEA Yukon Academy	PRBR	2024-04-19	Lunch	633
IDEA Yukon College Preparatory	PRBR	2024-04-15	Breakfast	337
IDEA Yukon College Preparatory	PRBR	2024-04-15	CACFP Supper	28
IDEA Yukon College Preparatory	PRBR	2024-04-15	Lunch	297
IDEA Yukon College Preparatory	PRBR	2024-04-16	Breakfast	279
IDEA Yukon College Preparatory	PRBR	2024-04-16	CACFP Supper	45
IDEA Yukon College Preparatory	PRBR	2024-04-16	Lunch	316
IDEA Yukon College Preparatory	PRBR	2024-04-17	Breakfast	296
IDEA Yukon College Preparatory	PRBR	2024-04-17	CACFP Supper	20
IDEA Yukon College Preparatory	PRBR	2024-04-17	Lunch	317
IDEA Yukon College Preparatory	PRBR	2024-04-18	Breakfast	295
IDEA Yukon College Preparatory	PRBR	2024-04-18	CACFP Supper	27
IDEA Yukon College Preparatory	PRBR	2024-04-18	Lunch	308
IDEA Yukon College Preparatory	PRBR	2024-04-19	Breakfast	264
IDEA Yukon College Preparatory	PRBR	2024-04-19	CACFP Supper	12
IDEA Yukon College Preparatory	PRBR	2024-04-19	Lunch	298
